리뷰,평점
새해 첫날에 방문해서 그런지 절 터가 방문객들로 인산인해를 이루었습니다. 이곳은 경치가 정말 장관입니다. 개인적으로 자연 경관을 감상하는 것을 좋아하는 편이 아닌데도 불구하고 바위에 부딪히는 파도를 보며 잠시 휴식의 시간을 가질 수 있었습니다.,5.0
바다 바로 앞에 있는 흔치 않은 절입니다. 비가 오는 날이었지만 그래도 나름 풍광이 좋더군요. 맑은 날이었다면 더 좋았을 것 같습니다.,3.0
"가장 아름다운 절이라는 문구에 끌려서 방문했는데, 정말 너무 아름다운 경치에 깜짝 놀랐습니다. 카페에서 아이스커피 마시면서 보는 바다뷰도 너무 멋져요. 부산 여행에 꼭 방문해야 할 장소로 적극 추천합니다.",5.0
"평일에 가기좋은곳으로 주말에는 사람이 엄청많고
차가막혀서 가기 힘듯 곳인듯합니다
풍경은 탁트인 바다가 사진찍기좋음",5.0
"바다앞 절이라니 풍광 너무 좋고 반짝이는 바다 너무 예쁩니다. 아침 일찍 나가서 여유롭게 관광하고 나올때쯤 사람이 물밀듯이 오더군요. 관광지는 언제나 일찍 가야하나봅니다. 평생 한가지 소원은 들어준다는데 전에 갔을때 뭘 빌었는지 기억이 안나서 새로운 소원빌고 나왔네요. 택시 기본요금으로 송정 해녀의집 가서 해산물모듬과 전복죽먹고 백여미터 거리의 궁극,샌드카페까지 보는 코스 좋아요~",5.0
"불교 신자가 아니더라도 관광지 차원에서 가볼만해요. 기장쪽에 딱히 갈데가 없긴한데 산책삼아 갈만하고 바다와 가깝게 같이 있어서 특색이 있었습니다.

단지 관광객이 엄청 많더라구요.

독특힌 경험이었습니다.",5.0
"부산에 방문을 했다면 꼭 가볼만한 곳.
비가 올때는 바닥이 미끄럽기 때문에 조심해서 걸어야 한다.
규모는 크지 않지만 바닷가에 있는 절이 독특하고 자태가 너무 아름다움.
입장료는 무료이지만 주차비는 3000원.

다양한 기념품을 파는 가게들이 즐비한데 눈에 들어오는 것은 없었고 비싸다.

용궁사를 구경하고 기장 시내로 넘어가던지, 대변항으로 가서 식사를 하는 것을 추천함.",5.0
"대한민국 바닷가에 있는 최고의 절입니다.
가는길은 가파르고 경사가 있지만 죽기전에
반드시 가봐야할곳입니다.
절대 후회하지않습니다.
무료입장이지만,주차비는 3천원입니다.",5.0
부산의 명소중에 한곳인데요 이곳에서 소원을 빌면 한가지 소원을 들어준다고하네요 부산에 가시면 함 들려 소원을 빌어보시길...,5.0
바닷가에 절이 있다는 점이 독특하나 이를 빼면 평범한 절. 해안 절벽이 있어서 풍경은 좋은 편이지만 위치가 부산 외곽 기장에 있어서 상당히 교통이 불편하고 한번쯤 가볼만한 곳이다 생각함 기대하고 찾아갈 정도는 아니라고 생각한다,3.0
"바다를 끼고 있어 특색있다고 느낄법한, 부산의 네임드 관광지 중 한 곳입니다.
다만 5m 간격으로 하나씩 있는 불전함 같은 건 약간 께름칙하게 다가오더라구요...
물론 입장료가 없다는 특성상 절 운영을 위해 이 정도가 있어야 한다는 건 이해가 가지만, 그래도 투머치 아닌가... 싶었습니다.
관광객들 엄청 많고, 주차도 빡셀 것 같으니 되도록 대중교통 이용 권장합니다.",3.0
"바다가를 바라보며 건축된 절로

역사는 모르지만 아주 멋있게 잘 되어있다.

절사로 가는길에 여러가지 동상 밑 먹거리 즐길거리가 잘 되어있고

사람이 무지하게 많았다. 토요일날 갔는데

꼭 하나 빌고 오면 소원이 이루어진다는데 꼭 소원빌고들 오세요",5.0
"바로 앞이 바다가 보이는 절벽이 있는 해동용궁사입니다. 요즘은 사람이 진짜 많아서 줄 서서 들어가야 해요,,, 너무 현대적인 게 아쉽긴 하지만 부산에서만 느낄 수 있는 정취가 좋아 가게 되는 곳.",5.0
예전에 한번 가봤을 때 바다 앞 용궁사는 참으로 아름다워 보였습니다. 신비한 느낌도 들고 바다와의 거리를 생각할 때 절이 지켜지고 있다는 것이 신기했던 곳인데 지금은 절의 느낌보다 너무 많은 관광객들로 인해 그 정취가 없어진 듯 하여 안타까웠습니다.,4.0
"한가지 소원을 꼭 들어주는 해동용궁사^^*
개인적으로 자주 가는 곳입니다.
해운대에서 차를 타고 가면 10분정도면 닿을 수 있는 거리에 있습니다.
바닷가를 끼고 있는 절이며, 108 계단이 다 있는 것 같습니다.
들어가는 입구에는 조그만 장이 펼쳐져 있고, 장을 지나면
십이지신이 있습니다.
십이지신을 지나서 계단을 내려가면 해동용궁사가 나오는데
풍광이 대단한 곳입니다.
내려가는 길이 두갈래가 있는데.
왼쪽으로 가면 방생하는 곳
오른쪽으로 가면 절로 갈수 있습니다.
절을 바라보고 왼쪽으로 계단을 타고 올라가면 석불도 볼수 있습니다.

풍광이 굉장이 뛰어난 곳, 역사적으로 의미가 뛰어난 곳^^
꼭 가보세요^^*

추천 꾸욱^^*",5.0
택시기사가 부산에서 제일 추천하는 장소라고 그래서 왜 서면을 가냐고 그래서 아 그래요? 이러셔서 멀지만 굳이 해동 용궁사까지 감. 절이라기보다는 너무 관광화 되서 별로였음. 사람도 너무 많고...,1.0
"그냥 바닷가에 절.
불심이 없는 사람들도 가볼만한곳.
시원바다와 그속에 들려오는 불경소리.
고요함의 산사와는 다른 풍경이다.
한번쯤은 가볼만 한듯.",4.0
"부산에 있는 무척 예쁜 절. 해운대, 기장 쪽에 간다면 반드시 한 번즈음은 가볼만한 절이다. 근처에 특이한 맛집들도 많고 교통편도 잘 되어 있다.",4.0
"주차장에서 바로 가기보다 근처 해양 연구소를 따라 해변길도 돌아보면 더 좋읍니다. 절의 풍광이 특색있어서 들러 볼만하지만, 사람들이 많은 편입니다.",4.0
용궁사 앞 짜장면집이 맛있다는 소문에 들린 김에 겸사겸사.. 올라가는 길 내내 여러 석상과 많은 인파들 그리고 장사꾼들... 거기다 용궁사에 붐비는 인파까지...바닷가 앞에 만든 절이라 절묘한 분위기는 있지만 사람이 너무 많아서 좀 혼잡했습니다. 인원조절을 좀 할 수 있다면 좀 더 좋으련만...,4.0
바닷가바위위에 절이 있어서 신기하여 처음갔었는데 지금은 부산에 오면 꼭 갑니다.석가탄신일에왔을때도 사람이 엄청 많았는데 주말에도 역시 붐비네요.하지만 꼭 들러서 경관을 구경하세요.절도 멋집니다.부산의 명소인 이유가 있네요.부산시티투어버스가 바로앞까지 운행합니다.이용하시면편리하게 다녀올수있습니다,5.0
절을 찾아가면 조용함과 그곳에서 느끼는 색다름이 있는데... 이곳은 관광지도 아니고 무슨 시장통도 아니고 불교가 완전히 돈벌이 목적으로 만들었는데... 너무 조악합니다.,1.0
"한껏 기대를 하고 갔는데 생각보다 실망입니다.
사람이 나무 많아서요.
바닷가 절벽에 자리잡은 용궁사. 바다바람을 맞으며 불공을 드리는 스님들은 어떤 마음일까요.
절까지 가는 길에 많이 줄을 서서 힘드네요.
한가지 팁은 국립수산과학원으로 진입하면 보다 수월하게 들어갈 수 있어요",5.0
부산에서 제일 와보고 싶었던 곳인데 바다옆에 멋진 절이라서 경치도 멋지고 절도 멋지더라구요. 그런데 그만큼 워낙 관광객들이 많아서 특히 주말이라 그것때문에 많이 힘들었어요. 그것빼면 독특하고 멋진장소입니다.,5.0
정말로 신기하게 바다앞에 절이 있습니다 태풍온다고 할때 갔는데 바람불며 휘몰아치는 절경 정말로 멋있습니다 다음번에 날씨좋을때도 가볼예정입니다 참고로 근처 주차장도 잘되어있습니다,5.0
"지난주 해동용궁사를 다녀왔다 부산여행할때마다
꼭 빠지지않고 들르는 곳이 해동용궁사다. 봄 여름
가을 겨울 계절에 상관없이 들를때마다 힐링이 되는 장소이기도해서 참 좋다",4.0
풍경이 좋습니다. 하지만 인위적인 조형물과 억지스러운 기복 시설은 별로입니다. 입구에 씨앗호떡집이 즐비한데 아무곳이나 깨끗해보이는 곳에서 먹으면 됩니다,3.0
"날씨가 좋을때는 갈만한데 흐리면 별로
아니면 바람많이 불때가면 파도가 부서지는게 멋있음
그 외엔 이제 별로 특이할께 없는 절임
옛날엔 좋았는데 이제는 관광객만 너무 많음",3.0
"탁 트인 바다를 볼 수 있어 좋은 절
주차장 넓음
사람 많음
그러나 점점 고즈넉한 분위기를 잃고 돈 많은 절 답게 너무 삭막해지는 것 같아 아쉬움",4.0
바닷가 바위 위에 사찰이 있다는 사실 만으로도 신비롭고 볼만합니다 한번쯤 가볼만 해요. 추천합니다. 경치가 아주 멋져요!! 대중교통을 이용 하신다면 가는 길이 불편하기는 합니다,5.0
"앞서 부모님을 모시고 방문한 적이 있으며, 이번에는 장인어른 내외분을 모시고 방문했습니다. 해동 용궁사라는 이름 그대로 시원한 바다가 앞에 펼쳐진 용궁사의 모습은 방문하시는 어른들은 물론, 외국분들에게도 매우 인상적인 여행 장소가 아닌가 싶습니다.",5.0
이곳은 환상적이다. 바다에 불교의 절이 위치해있어서 매우 경치가 좋다. 이곳에서 힐링을 할 수 있다는 것만으로도 매우 신선한 경험이 될 것이다.,5.0
"덥고 사람도 너무 많아가지고 지금 가는건 비추천해요.
하지만 절경이 너무 멋있어서 인파가 많아도 구경할만해요. 요즘 가려면 양산 필수요ㅡ 계단많아서 너무 어린애기들 데려가는건 안될 것 같아요",2.0
"7월 중순에서 하순으로 넘어갈쯤 부산으로 여행을갔습니다. 일정은 금 토였으며, 금요일은 숙소인 해운대 및 더베이 쪽을 관광하였으며, 다음날 바로 용궁사를 갔습니다. 점심쯤된 시간이지만 사람은 많은상태였고, 해안가에있는 절을보는순간 멋잇다라는 말밖에없었습니다. 부산을 가면 꼭한번을 가시길 추천드리며, 10원 50원 100원짜리 몇개라도 챙겨가세용 ㅋㅋ다리에서 아래 돈넣는게있엇는데 전 없어서 못했어요 ㅠㅠ",4.0
부산시내랑은 좀 거리가 있지만 꼭 방문해보세요. 바다와 맞닿은 사찰이 너무 멋있었어요. 계단이 좀 가파르기때문에 편한 신발 신고 가시길,5.0
"대한민국에 하나뿐인 바다에 위치하고 있는 절입니다.
전국적으로 많은 시민들의 사랑을 받는
사찰입니다.
외국인들도 찾아오는 곳입니다.
교통편은 시내버스로 갈수있습니다.
지하철은 없으며 동해남부선기차를 타고 가시게 되면 도보로 30분정도 소요되기때문에 택시를 이용하시면되나 택시는 잘없는곳입니다.
많은 연인들과 가족단위의 관광객들이
즐겨찾는곳입니다.",5.0
"가족여행중에 방문하였고 주변환경,경치등 모든게 조왔던여행이었다 음식은 너무 관광지스럽다~맛은 20점 가격은 약간비싼편 별로 먹고싶지않았음/특히 추천맛집은 비추~ 숨어있는 맛집찾는게 어려웠음",4.0
바다를 끼고있는 절이 별로 없다. 다낭에도 한 군데 있는데 그 곳도 유명한 관광지일 만큼 전국적 절로 멋진거같다. 주변에 춥다고 어묵 걍 먹지말길 진심 비쌈 삼진어묵 쓴다고 하는데 핵핵비쌈,5.0
"절경은 참 아름답고 좋아요
그러나 사람이 엄청 많아서 유아를 동반해서는 좀 힘이 듭니다. 계단도 엄청 많구요
인파에 사진찍기가 많이 힘들었지만
바다위 절이라 멋있긴 합니다",4.0
"부처님 오신 날 전날에 방문했더니 정말 사람이 많았습니다
사찰에 갔다는 느낌 보다는 관광지라는 느낌이 강하더군요.
힐튼호텔에서 산책겸 걸어갈 수 있는 거리 입니다",4.0
"부산 기장에 방문하시는 분은 꼭 한번 가보실만 한 곳입니다.
이런식으로 바다와 맞닿아 있는 절은 쉽게 볼 수 있는 곳이 아닙니다.
해동 용궁사 특유의 멋이 있는 곳으로 부산 갈때마다 방문하는 곳입니다.",5.0
"한국의 다른 사찰들과는 확연히 다르게도, 바닷가에 위치하고 있어서 상당히 특이한 느낌을 주는 사찰 입니다. 주변의 풍경과 어우러져서 무척 아름답기도 하구요. 그래서 언제나 타지 여행객들과 외국인 관광객들로 붐비는 곳이기도 합니다.",4.0
모두 다른느낌을 주는 곳인것같아요. 가족과 갈때도 또는 친구와 갈때도 훌륭한 곳입니다. 괸찮다면 5월에 들려주세요. 부처님 오신날 색색의 등을 달아놔서 더 멋지네요.,5.0
바닷가 바위위에 지어져서 꽤나 이국적이에요. 규모도 크고 경치도 좋아서 오랜시간 머물기에 좋습니다. 대중교통으로 가기에는 다소 불편해요.,5.0
"처음가본 용궁사는 입이 떡 벌어질 정도로 규모도 웅장하지만 무엇보다도 바다위, 절벽위에 위치해 있는것인 예술이였음.
관광객도 많고 이것저것 기념품과 주전부리 할 다양한 음식들을 파는 골목입구까지 볼거리,먹을거리가 풍부해서 너무 재있었음!",5.0
유명세때문에 관광객이 붐빈다. 절의 정면이 바다이므로 해돋이 명소이라고 한다. 돌아보는 데 5분이내로 규모가 작다.절의 입장료는 없지만 주차장은 사설이고 주차료는 현금으로만 3000원이다. 무료주차는 절에서 약 400m 옆에 있는 수산과학원의 운동장을 이용할 수 있다. 대다수의 관광객들은 절과 수산과학원을 동시에 구경하므로 과학원을 먼저 갈것을 권장한다.,3.0
"부산에 처음 간다면 들러보기 좋은 곳입니다.
부산에 여러번 방문 했지만 처음 가보았는데 참 멋있는 곳이더라구요. 굽이굽이 계단으로 이어져 절벽에 세워진 절은 참으로 아름다웠습니다.",5.0
"모든 종교의 사원에서는 그 종교의 법도를 엿볼 수 있어야 하는 법입니다. 해동 용궁사는 바다 옆에 지어져있어 관광객이 많이 방문하는 이점을 살려, 정말 곳곳에 근본을 알 수 없는 장사를 하고 있어서 황당했습니다. 예전에 새벽에 동틀 무렵에만 방문을 해보아서 몰랐는데, 정말 심하더군요.
이렇게 아름다운 절이 장사로 물들어져있어 정말 안타깝습니다.",1.0
"일광갔다가 기장으로 슝
가서 소원빌고
사진도 찍고 동전도 던지고
바다도 보고 왔어요

어두워 질 때 가서 좀 아쉽지만 다음기회에",5.0
아난티 코브 가는 길에 들릴만 한 절. 바다와 접해 있어 돌탐이 보이는 풍광도 수려함. 주변이 좀 더 정리가 되었으면 더 운치가 있을 듯함.,4.0
뭣보다 풍경이 너무 좋다 몇번을 가도 갈때마다 풍광이 정말 좋다 시내에서 멀지만 요즘 기장에 핫한 카페나 음식점이 많이 생겨서 엮어서 가기 아주 좋음,5.0
"종교상관없이 부산 여행중이면 꼭 한번 들러보세요
부산에서 제일 아름다운 사찰이면서 분위기가 특이함
경치가 뛰어나요",5.0
"용궁사도 어릴때부터 엄청다녓는데
머바닷가에 지어진 사찰이라 신기하긴합니다.
주변에 식당도 많이생기고 많이발전댓습니다.
그리고 아이잇으신분들은 주변에 국립수산과학관이랑 국립부산과학관등 아이들이랑 가볼만한곳이 많으니깐 참고하세요",5.0
차 가져가시는 분은 꼭 오전에 가시는걸 추천합니다.늦게가면 주차장까지 가는데 시간 다 잡아먹습니다.9시 도착이 제일 좋을듯 합니다. 아니면 아예 일찍 가서 일출을 보는것도 추천합니다.,4.0
사람이 너무 많아서 절까지 줄서서 들어갔어요..들어가기까지 한시간반 정도? 휴일이라 사람이 너무 많았어요ㅜㅜ 그래도 기다린만큼 아름다운 뷰를 볼수있어서 좋았어요. 절이 바다를 향해 있어서 웅장하고 아름다웠어요,5.0
"부산 명소중 하나로 알려져 가보긴 했으나 입구부터 주차대란과 많은 인파로 경내는 발디들 틈 조차없었다.
바닷가 전망좋은 곳에 사찰이 있다는거 외엔 곳곳에 불전함과 불상이 포토존인 사찰이 풍기는 장엄함과 경외감은 찾아볼 수없는 정신없는 사찰의 모습이었다.
낙산사, 보리암이 훨 좋은것같다.",1.0
"외지분들이 오시면 가고싶어 하는 곳 중 하나이나 별로 추천하지는 않습니다. 고즈넉한 분위기보다는 '상업적'이라는 느낌이 강하며, 바다 옆에 있다는 것 외에는 볼만한 점이 없습니다.",2.0
"2월인데 날이 따뜻해서 좋았네요.
몇번 갔던 곳인데 오래간만에 갔더니 주차장도 바닥을 싸악 정비했고 입구도 변했더라구요
약간 비포장일때 다녔었는데 새로웠어요.
들어가는 입구에 12지신 석상앞에서 자연스레 사진찍고 들어가서 해수관음도 보고 복도 빌었네요.
어머니께서 좋아하셨어요.
해동용궁사가 바다와 붙어있어서 풍광도 좋잖아요.
다만 외국인 관광객이 많은데 설명이 조금 부족한것 같아 아쉬웠어요",5.0
"바다위에 절이있어 날씨돟운날에 가면 풍경이 아주 좋습니다.
입시에도 좋은 절이라해서 입시철에 기도하러 많이가는것 같아요.
주차장이 있어서 좋습니다.
하지만 유료입니다.볼거리가 많운 절입니다.",4.0
"절에 다니는 게 마음이 편안하고 정신이 맑아지는 것 같아서 굉장히 좋아하는데 용궁사도 너무너무 좋았어요
날씨도 좋았어요",5.0
이곳은 해동용궁사입니다. 기장에 간다면 꼭 들러야 합니다. 걷기에 좋은 산책 코스입니다. 연인 친구 가족 혼자 어떤 형태로도 사람들이 많이 옵니다. 용궁사에서 정말 하늘과 바다를 바라본다는 것은 행운입니다.,5.0
태종대 등과 더불어 부산에 오면 들리는 부산의 명소입니다^^ 입구에는 유명한 쟁반짜장집(맛은 그냥 그렇다는..)이 있고 근처에 아울렛도 있으니 코스로 도시면 될 것 같아요.,4.0
용궁사 가는길 걷기 좋구요 바다전망이 좋습니다. 대나무숲과 오르막길에서의 풍경은 그리 같습니다. 다만 관광객이 많아 고요한 사색의 시간 과는 거리가 먼거 같습니다. 시티투어 버스 이용하시면 좋아요,5.0
바다위의 절 정말 예뻐요 가슴이 뻥 뚫리는 기분^^ 부산에 여행오시면 꼭 들려보세요!!! 해운대에서 버스론 40분 자차로는 30분 안걸려요^_^,5.0
바다 절벽에 조성되어 특이한 풍경이 있고 이곳저곳 아기자기하게 조성된 공간들이 많습니다. 다만 계단이 많아서 나이드신 분이나 다리가 불편하신 분에게는 권하지 않습니다,5.0
부산 기장에 있어서 버스타고 가기엔 조금 힘들더라고요. 그래도 가길 잘했단 생각이 들었습니다. 종교에 상관없이 바다가 보이는 곳에 절이 있다 보니 구경하는 재미가 있더라고요. 그런데 화장실이 옛날식이라 이점은 참고하세요. 그리고 계단이 많습니다.,4.0
그곳은 넓고 쾌적하며 제가 갔을때는 사람도 많이 없어서 찬찬히 부모님과 얘기도 하면서 둘러볼 수 있는 좋은 시간이었습니다. 들어가는 입구 초반에서 씨앗호떡과 오징어를 샀는데 어찌나 잘들 드시는지. 기분이 너무 좋았습니다.,4.0
우리나라에서 가장아름다운절이라더니 꼭 한번쯤은 가볼만한 절인것맞구요 아침일찍이나 해지기전쯤 가시길권유드려요 바닷가라 더운치있고 덜복잡합니다,5.0
"바다에 있는 아름다운 절 이였습니다.
관광객들이 많지만,
바다소리와 절의 법경소리를 들으면서 천천히 둘러보는것을 추천합니다",5.0
"바닷가에 있는 절이라니 벌써부터 흥미롭지 않은가?
이런 멋진 아름다움은 종교를 초월하게 만든다.
대중교통으로 찾아가기 조금은 힘들 수 있지만
부산에 왔다면 용궁사를 들러
시원한 바다를 바라보며 마음의 차분함을 느끼길 바란다.",4.0
"늘 부산에오면 방문해야지 하고 늘 못갔는데
기회가되서 드디어 방문했어요!!
너무 멋있고 근사했습니다~^^
맛있는 음식도 많이있고 잘구경하고 갑니다~",5.0
바다 경치는 아름답지만 사람들이 너무 많습니다. 특히 주말 방문은 피해야합니다. 용궁사보다 송정 해안가 카페에서 바드를 보는게 훨씬 쾌적하고 나을 수 있습니다. 사찰이라기보단 관광지 느낌이 강해요.,3.0
"기도드리러갓고 해동용궁사는 바닷가 근처라 바닷바람이 잇습니다.
역사가 오래된 절은 아닙니다.
다만 관광객들이 많이오고 일본 이토히로부미 안중근 김좌진 윤봉길 유관순 죽이고 테러범이라고 김좌진 청산리대첩 봉오동전투 독립군 욕하던 제국주의 왜놈년들도 당당하게 관광많이 옵니다.
동남아시아 사람도 많이 오더라구요",5.0
"바다에서 가장 가까운 절로, 절 자체도 아기자기한 느낌으로 매우 아름답습니다.
여러 조형물이 절의 분위기를 더욱 밝게 만들어 줍니다.
일출 명소로 언제나 방문객이 많습니다.",5.0
친정엄마가 불교신자라서 울산 놀러오셔서 모시고 갔는데 너무 너무 좋아하셨습니다. 바다를 끼고 있는 이렇게 멋진 절이 있냐면서.... 가끔 외국 고객 모시고 가도 멋진 사찰이라고 엄지척하더라구요.,5.0
"좁다보니 사람에 치인다.
용궁사보다 용궁사 가는 길 바다쪽 바위 위에
앉아서 바다랑 용궁사 바라보는게 좋았다.
비수기 평일 추천",4.0
"해동 용궁사 물위에 떠있는 절
가면 좋은데 주차가 헬이고
들어가는 길도 너무 사람 많아서 복잡함
근처에 라멘집 맛있음 호타루 였던가?",5.0
"부산의 외곽이라 대중교통 보다는 자가용 차량으로 이동하는게 편해요.

대부분의 사찰이 산에 있는데 이곳은 낮은 해안 절벽 위에 위치하고 있습니다

탁 트인 전망이 바다와 사찰이 절묘하게 잘 어울리는 풍경이 정말 좋아요

가족.친구.연인 아무나 함께해도 좋아요.

특히 사진이 너무나 잘 나와서 셔터를 계속 누르게 되는 곳입니다.",4.0
"기장 바닷가에 위치하여 바다의 절경과 잫 어울려 아름다운 해동용궁사.... 언제부터 이렇게 외국인이 많이 찾았나 하는 생각이 들정도로 최금엔 부산을 찾는 해외관광객에게 핫한곳인듯 주말이라 해외 크루즈관광객, 중국, 일본, 동남아 관광객으로 너무 분적여 경건한 도량의 분위기 보단 부산을 대표하는 유명 관광지같은 분위기라 아쉬움. 🙄🙄",4.0
해안가 근처에 있는 절이기 때문에 경관이 매우 멋있습니다. 절 관리가 잘되있고 탁 트인 바다를 즐기기 좋은 곳입니다. 외국인 관광객도 많이 찾는 유명한 곳인거 같더리구요. 꼭 들려보시길!,4.0
일반 절과 달리 바다에 있어서 탁트인 공간에 바람까지 있어서 구경가기 좋습니다. 사진 찍을 장소도 많고 근처 짜장면집도 먹을만 했어요,4.0
"바다가 이쁘게 잘 보이는 곳에 위치하여
분위기가 너무 좋았어요
가볍게 다녀오기에 추천하는곳
아이와 함께 가도 무리가없음",5.0
"보통의 절은 산속에 있는데 용궁사는 바다옆이라 뭔가 더 달라보였어요 개인적으로 바다를 좋아해서 여기가 더 좋은것같아요
단점은 시내에서 떨어져있어서 차없이 대중교통만으로 가기엔 좀 불편한거 같아요
공기도 좋고 특별한 경험을 느껴보세요",4.0
대중교통으로 가기엔 힘들어요. 버스정류장에서도 먼 편이었습니다. 그래도 올라가니 안 가면 후회할뻔!! 바다가 보이는 전망은 최고였어요,5.0
"사람이 많이 갔을때 가서 그런지 인산인해이긴 했지만, 절은 먼가 산에만 있을거 같은 편견을 깬 곳인거같아요. 꽤나 흥미로웠어요. 단지 화장실이 간이로 만들어 놓은게 불편하네요.",4.0
"비온직후 방문했었습니다.
뷰는 좋았지만 말도안되는 위치에 있던 황금돼지가 아쉬웠어요.
그걸 왜 가져다 놨을까;;
경관을 해치는 느낌이었습니다.",4.0
"가까워서 가끔씩 바람쐬러 가는데 갈때마다 좋은 것 같아요
날씨까지 좋으면 더 금상첨화!
일출보러 가도 너무 좋을 것 같아요!",5.0
"돈독이 제되로 올라온 절!
입구부터 12지신 석상 밑에 시주함이 12지신 석상별로 있음.
각 띠별 삼재를 표시해서 공포?마케팅 하는 분위기?
많은 사람들이 주차장에서 시장통길로 내려 가는데...
버스 주차장에서 됫편 왼쪽 모서리부분으로 내려 가는 길이 운치 있음.
비포장에 대나무숲길, 사진빨도 잘나옴.
시간되시면 시랑대~힐튼호텔~오랑대 도보로 코스 추천합니다.
힐튼에서 차한잔하며 수평선 조망은 훌륭합니다.",2.0
"사람들이많아서처음에는달까말까하다가같는데해안가로나오니졍관이대단했다사찰은볼다른데없었으나바다가와잘어울려한번은가볼만한곳,태종대자살바위에도약간작으나비슥한게있는데거기보다는훨씬크고드러네,술은절대바시지말것,바다가는길,갯바위가너무미끄러워,용궁으로가시기싢어시면절대음주후내려가지말겄!",5.0
종교가 다르지만 마음이 온화해지는 느낌을 받았어요 사람이 매우 많아서 ... 평일에 가시거나 휴가철은 삼가 주시는게 좋을거같네요,3.0
"너무 아름답고 웅장합니다. 부산 시내와 거리가 다소 멀지만 무조건 가야 하는 곳입니다. 날이 많이 덥긴했지만 생각보다 많이 걷지 않아도 되며, 사찰 안 카페(? 매점?)에서 바다 보면서 아이스커피 한 잔 마시면 끝내줍니다.",5.0
"바닷가에 위치한 국내 몇 안되는 해안사찰로 시원한 바닷바람과 아름다운 풍경으로 많은 사람들이 평일,주말을 가리지 않고 찾아오는 명소중의 명소",5.0
"찌는 듯한 더위에 방문해서 힘들었습니다
해안가에 지어진 절이라 산기하긴 한데 아기랑 가는것은 비추입니다 계단이 많고 길이 좁아 유모차 버리고 싶었네요",3.0
"가족과 다시 방문했어요 사람이 너무 많은 관계로 아침 일찍 가시는 게 좋아요 사람없을때 가족사진과 뷰를 감상하시는게 좋아요, 저흰 일찍가서 나오는데 버스가 줄줄 늦으면 미어 터질 것 같아요",4.0
기장 힐튼이 생기고 사람이 너무 많아졌습니다. 용궁사 가는길에 있는 군것질거리들은 너무 비싸고...부산이 아니라 중국에 온 느낌입니다.,3.0
"바다를 바라보는 절이라서 산속에 있는 다른 절들과는 느낌이 달라요
부산시티투어버스를 이용해서 편하게 다닐 수 있었어요.
아담하고 아기자기 예쁜 곳이었습니다",5.0
"바다를 바라보는 탁 트인 전경...
바다 위에 절이라 사진으로 보고 멋져서 부산 간 김에 들렀는데 일단 여름에 가면 죽습니다
해를 피할 수 있는 공간이 없구요
유모차 절대로 가져가지 마세요
계단이 많고 길이 좁아 짐만 될뿐
봄가을에 가면 멋질듯합니다",3.0
"아마도 한국에있는 사람들은 이곳에 여러 교회와 교회가 있다는 것을 압니다. 여기에는 용성사 절이라고 불리는 부산의 한 사원이 있습니다. 방문자를 끌어들이는 첫번째 물건은 해변에 사원이있다라는 것이다. 그것은 상당히 많은 사원이 산에 있기 때문에 그것은 아주 흥미 롭다. 이 성전은 다소 흥미로운 발견의 역사를 가지고 있습니다. 1376 년 고려 시대에 불교의 선생님 (Naong)은 동해의 신의 신이 등장하여 사원을 세우라고 말한 꿈이있었습니다.
오늘날 사람들은 새해 첫날에 태양이 뜨는 것을보고 소원을 들어주기 위해 종종 이곳에 왔습니다. 또한 붓다의 108 가지 고통을 상징하는 108 계단의 계단이 있습니다. 너를 내려 가면 성전의 아름다움에 기뻐할 것이다. 사원 홀에서 평범한 시민들이 수도사들과 함께 와서기도한다는 것을 알 수 있습니다. 일반적으로 사원의 영토는 꽤 커서이 아름다운 곳을 자세히 보려면 2 시간 정도 걸릴 것입니다.",5.0
"기장 힐튼에서 산책을 하다보면 바로 찾을 수 있을 정도로 가까워요~
원래 절들은 항상 전망좋은 곳에 있나봐요 ^^
바다와 매우 가까워서 바다구경하기에 참 좋은 위치더라구요~~",5.0
정말 풍경 한번 기가막히게 멋지다는 소리가 절로 나와요. 바닷가에 위치한 절이라니 색다른 느낌이었어요. 거대한 금색 불상이나 바닷가를 따라 걸을 수 있는 길 등 볼게 많아서 가볼만한 곳이에요.,4.0
